,country,self-firearm_number,self-other_number,violence-firearm_number,violence-sharp_number,violence-other_number,police_number,unintentional_number,terrorism_number,self-firearm_perc,self-other_perc,violence-firearm_perc,violence-sharp_perc,violence-other_perc,police_perc,unintentional_perc,terrorism_perc,self-firearm_rate,self-other_rate,violence-firearm_rate,violence-sharp_rate,violence-other_rate,police_rate,unintentional_rate,terrorism_rate,country_code,Firearms,Population,firearm-ownership_rate,hf_score,hf_rank,pf_score,pf_rank,ef_score,ef_rank
10,Austria,472.565205983415,2406.9316574291474,27.031996533316928,33.552516663777894,87.63823511942954,1.7812177176081183,7.722909295760783,0.0,0.0849924703479494,0.757603856783947,0.015452463002217602,0.022061309915489373,0.06356304310283756,0.001791233694223699,0.003921852550273436,0.0,41.33103682913493,170.01994608347144,1.6395075319191466,2.056798393282091,5.933795045682698,0.1237379455305725,0.5744151005845932,0.0,AUT,2577000.0,8592000.0,30000.0,8.44,17.0,9.12,12.0,7.75,28.0
11,Azerbaijan,18.707127582780533,719.500221067971,54.60420125103646,161.61421327568732,511.73783713101415,2.0134789614750934,32.914875850714616,72.00000000000023,0.002735487259808835,0.13645582266021072,0.013992989028798515,0.03102623603738404,0.10876995127248448,0.0005944600111955872,0.006421446221877556,0.019686660079785426,1.6512987633955811,55.58525958367028,3.1606641277740413,9.59583487870363,31.061711385343184,0.12196967482123189,2.105141037856656,4.361246448351136,AZE,362000.0,9974000.0,3600.0,6.24,121.0,6.24,114.0,6.23,122.0
12,Bahamas,1.5542644494052995,21.012521584726798,171.06374706191176,39.62385964426282,20.481070385534018,1.1162837567980997,0.8495868072373113,0.0,0.004610962539193343,0.0647477420179221,0.6604725576948806,0.1549149109534629,0.0935497088967187,0.004228522929746794,0.004181300938134637,0.0,2.5279588824540995,38.37300503469049,205.5378043313075,50.19159353206341,34.87280859291511,1.320344291797086,1.3208045744528203,0.0,BHS,74000.0,397000.0,18800.0,7.61,49.0,7.91,46.0,7.31,59.0
13,Bahrain,2.858896670567124,155.51991559858152,12.98943368753863,6.534975408879162,37.527306006840696,10.37220993693885,3.89218179516867,25.980922000000017,0.00535715047287682,0.3215032973037212,0.023786516396032555,0.015310083408437869,0.10407043474414153,0.02270714456532779,0.009844379155534677,0.07705850592075005,1.6690299195233531,58.706852482482454,3.3913485816645577,1.8854312642820694,13.931283805911201,3.2091379847753743,1.6045860378029155,10.380667616174353,BHR,181000.0,1419000.0,12800.0,6.18,123.0,5.18,148.0,7.18,68.0
14,Bangladesh,462.1613156431325,13730.503420264657,2267.793549948397,1017.759043534664,4756.282032074025,77.83045553969595,210.65456680496254,278.00000000000006,0.006627632220993412,0.2140003874361396,0.0315059829198708,0.018030634318401895,0.08004958313008881,0.001299915655093575,0.002834259176446149,0.00474453623853085,1.5100025207613772,61.805485488323015,9.00563052277573,3.809642203102926,16.706450641720473,0.287708403071231,1.3714080356380811,1.080185805967555,BGD,659000.0,164828000.0,400.0,5.71,138.0,5.35,138.0,6.07,130.0
15,Barbados,1.3461954643168814,26.34824596939082,23.91523359516912,20.228671147886057,18.999354559775504,0.0620784281042076,4.175448639857011,0.0,0.007708218233267683,0.12436858566461649,0.22750077157839368,0.19283727709073056,0.143936368510646,0.0007230044270275564,0.031685398326451265,0.0,2.996574929567458,61.800654220433586,38.56374848999148,33.45722342737181,37.5502490732576,0.1296319955696006,8.343648706609772,0.0,BRB,10000.0,286000.0,3500.0,,,,,,
16,Belarus,114.88128172203595,4519.306093242397,85.78269285675924,414.13844656771914,1006.3272769241368,11.144086231716992,19.80602150858497,0.0,0.009939070677073177,0.5989278944661793,0.015537215945388526,0.06593115063418599,0.1463560221143681,0.002956782637525142,0.003752391504126232,0.0,9.138287480990126,305.03499817347335,4.2850281175926765,21.845499792088876,56.96919972716093,0.6731273951439785,1.1880558002549184,0.0,BLR,581000.0,9459000.0,6100.0,6.7,97.0,7.01,80.0,6.38,111.0
17,Belgium,366.37533762806544,4119.302048374257,78.99470899498436,82.43517553143374,164.9619138846718,2.348783556543211,13.533607236919032,0.0,0.05931016080603498,0.9548024593673804,0.03127364131589779,0.03512752296513987,0.0776234718285714,0.0019172783097109673,0.004477928285930588,0.0,21.74613676389276,203.03549280048549,3.456191767264279,3.655982869282324,8.424915829220845,0.12736697099361538,0.7464591185985281,0.0,BEL,1451000.0,11444000.0,12700.0,8.27,26.0,9.0,18.0,7.53,49.0
18,Belize,5.727465339839115,46.34025578102142,130.4058527008241,57.6700276416219,32.95673699910576,0.1817263490230217,23.58094230476255,0.0,0.019109242805435904,0.1561528630690708,0.490880255975434,0.22248688607912687,0.13599370124702792,0.0009207893431402783,0.093905242054261,0.0,9.37158062708577,92.37683248159364,147.093420065367,69.33922795651213,52.074279404565225,0.2331814868237149,36.73137897519269,0.0,BLZ,37000.0,375000.0,10000.0,6.89,81.0,7.2,74.0,6.58,104.0
19,Benin,108.22151032001044,1320.0056144844211,504.45755209825234,454.27200368579776,733.7167306489372,6.766759789534301,192.71255162674962,25.90532400000001,0.0117896808606994,0.139490062301677,0.05745444738520638,0.0512661592925977,0.07725497892717681,0.0008308219604919195,0.0160655096349999,0.0032949904304657492,15.403610455173531,201.6999414679255,27.985914692916577,34.93917169973505,43.158633719417246,0.3546167338596385,24.12724314229295,1.3996210482061762,BEN,33000.0,11459000.0,300.0,6.87,84.0,7.49,63.0,6.25,121.0
